dates,diamonds,butter,cars,cucumber,bananas
2001-08-31,1.2543445029790317,3.6847613026966726,4.250467267599232,0.6703557193421484,11.0599021702043
2001-09-03,1.2533130015153704,3.4051514060994923,4.112699609372536,0.6688675253689969,9.784210230996704
2001-09-04,1.3419282615774848,3.4381864361233117,4.0897279978020205,0.6776557735238296,9.435386051789793
2001-09-05,1.318060603166319,3.211968327639592,4.046206490022643,0.6743945090410057,8.597623576019798
2001-09-06,1.3026699704317135,2.98738595132153,4.3887517306193,0.6731380169340521,10.035094646710279
2001-09-07,1.2927061896545002,3.1606864755855546,4.265213200246265,0.6739744810455651,11.381721991160948
2001-09-10,1.2438709252215563,3.357945382709373,4.262496015243707,0.671081505889865,10.274771568409058
2001-09-11,1.2408862322939695,3.4712994611520442,4.401457258920546,0.668801245428707,9.262612489205752
2001-09-12,1.2386273740380982,3.4767156949793185,4.282450344371136,0.6718175328670488,9.000865385567414
2001-09-13,1.2362931209771826,3.279388691354868,4.169170315239172,0.6703918914532287,9.627077806638512
2001-09-14,1.2374119780196922,3.200710487926343,4.064670731424787,0.6805466173590381,10.647951803087889
2001-09-17,1.2392138005537972,3.0718471958077593,3.9473516560963797,0.6786965318962548,16.37426042878712
2001-09-18,1.2355796031186113,4.04331074907577,3.911205711931157,0.6781146015305057,14.813599668419318
2001-09-19,1.2338385872640527,5.72171827500164,3.959732661008891,0.6763824158423188,16.39418995536404
2001-09-20,1.2318097618579391,5.398123437387148,3.852851563813687,0.6962285620703041,17.102447661274518
2001-09-21,1.2391519059483882,5.076995412234983,3.8796627806882604,0.7013983831534932,15.532522690901143
2001-09-24,1.2397647426280725,5.2494385882860035,3.8865014825844044,0.6806973467383672,14.677911923774305
2001-09-25,1.2313839119139423,4.924915799996001,3.7738022517193506,0.6798497981052452,20.962160107894174
2001-09-26,1.2275312053431295,4.567293716469694,3.7097608427774307,0.6792992791438731,18.88111184281043
2001-09-27,1.2253673310507671,4.2873787380840485,3.9568018674792387,0.6778010218064586,17.700314244403835
2001-09-28,1.2226464561052124,3.9474079201102166,3.9049956954352076,0.6759904860848595,16.802517409827274
2001-10-01,1.2229865208089552,4.280340179993666,3.8306291722604233,0.6747038221618148,15.514626454469225
2001-10-02,1.2281460735346819,4.041722891255566,3.854982540104197,0.6710347081911199,15.27627284919874
2001-10-03,1.2247081427207342,3.877625412420182,3.932187339608526,0.6687208150845135,14.003339106362011
2001-10-04,1.2221923980549536,3.6576098656891576,3.9277208500534493,0.6821645825710462,12.907385744579974
2001-10-05,1.2205561462780485,3.7509828738853743,3.847826112752426,0.6821183390467576,11.812819217776166
2001-10-08,1.2294861437010223,3.8443999437279985,3.76916012339817,0.6829837142844327,11.847555551288773
2001-10-09,1.2269306880017994,3.791032262249883,3.6810066153838332,0.6832460753974482,11.184601767966011
2001-10-10,1.2292752881334126,3.679160187511475,3.583343660075757,0.687073242187365,10.131248669825515
2001-10-11,1.23820040701098,3.627267287832426,3.669185808348972,0.6909760870276105,12.397972888839908
2001-10-12,1.233480478405514,3.813816449147058,3.57113300655255,0.6922321599316903,12.186391216370753
2001-10-15,1.2290551112160486,3.7971859350023585,3.556043217955213,0.6919192212491787,11.509251471369208
2001-10-16,1.230469378617505,3.869380162904275,3.501294647882856,0.6901737810595593,10.714292003051245
2001-10-17,1.2272828412682342,3.6730474649731972,3.4768896054069196,0.6896154890387298,12.97081293168079
2001-10-18,1.2247771194536592,3.878058247689787,3.446399673034194,0.6898303971790315,12.322652005321062
2001-10-19,1.2226370069674068,3.676556468236735,3.3100497070771024,0.6905403738490519,11.68182801655512
2001-10-22,1.2202377866037952,3.679766451823691,3.5262357230697634,0.6827395843906247,10.871026544545694
2001-10-23,1.2222711692272004,3.528616476116836,4.010071705845262,0.6802805422356338,10.774466351573613
2001-10-24,1.22182936499788,3.5404939965536224,3.9902926681754587,0.6779329189962416,12.894289724666024
2001-10-25,1.2277222739021463,3.331086673959984,3.934556733253589,0.6831243342192258,12.601297680779966
2001-10-26,1.2235739700150825,3.194845419710022,3.98957626804582,0.6808195104657304,12.23252772400184
2001-10-29,1.219293006210815,3.050879314866868,4.0126577033419215,0.679749378923836,11.852983391510934
2001-10-30,1.2217534536532537,2.9879844289351034,3.9996113797114354,0.6778485324280108,11.586475583602079
2001-10-31,1.218448174659918,3.0286491500252666,3.9543719033565403,0.6768294810232239,12.799408382630396
2001-11-01,1.2177765786661163,3.0597297055307338,3.8952754587563327,0.6822223116952651,12.38984195189191
2001-11-02,1.2312046734442124,3.633037840337429,3.944550630634608,0.6809273589609466,12.171608264888015
2001-11-05,1.2322361455151585,3.7065481865014194,4.129206835475811,0.6793718147635268,11.999923349484806
2001-11-06,1.2330031772910541,3.568031050299304,4.092491458444472,0.676934209834942,12.386973103862154
2001-11-07,1.22989647209292,3.380752145918121,4.372820029686878,0.6774786988367981,12.047068740198682
2001-11-08,1.2316213298615064,3.18907973517894,4.364697354595571,0.6738214350752012,12.253557895894687
2001-11-09,1.2286119377809075,3.43506757029476,4.370762123920504,0.668753926977849,12.558804932040909
2001-11-12,1.2276955831934775,3.4036885272269783,4.451917140829801,0.6809655977670058,12.345964113141656
2001-11-13,1.2247188223851577,3.2608482854436076,4.45602024919966,0.6757582474449461,12.052616472891566
2001-11-14,1.2225703365208351,3.1192190701056934,4.507667176528327,0.6738098702885924,11.737232060562965
2001-11-15,1.219049461905614,3.2417049737380745,4.520990980127486,0.6714006258170213,11.658164279844755
2001-11-16,1.2244042971355782,3.123871416053389,4.519733309303215,0.6701318885139215,11.688698450761587
2001-11-19,1.2204465092981922,2.9666750810543174,4.460837782426375,0.6748365197664264,11.340791439896735
2001-11-20,1.218767925848471,3.1860524767561826,4.4798233114862285,0.6729587319798525,11.271151383938836
2001-11-21,1.154155711533395,3.059409733768694,4.43862222671549,0.6783207160687229,11.352587707696571
2001-11-22,1.2153878967857286,3.1373318571759112,4.381368586593108,0.675549177214259,11.018723682133727
2001-11-23,1.211962223118398,3.261978921130721,4.388545063299115,0.6659410825878009,11.55856290186844
2001-11-26,1.2068171106219143,3.568579159838723,4.4171593914528575,0.6726234010305754,11.129359841061929
2001-11-27,1.2312246286975475,3.3999232720423938,4.370820627150763,0.6709079457937971,10.773204119241843
2001-11-28,1.227877318710552,3.2447059547850636,4.357093699418236,0.6686097961176318,10.722214346081506
2001-11-29,1.2102300249830396,3.0943256956116363,4.326741125753416,0.6813914551881174,10.517078243507276
2001-11-30,1.2114970262703209,2.9543436890055617,4.335490213170679,0.6810569248541392,10.572747415300782
2001-12-03,1.2249033556221263,2.989149492289802,4.288133648458405,0.6787440471129178,10.520981471936715
2001-12-04,1.2329518433661375,2.8926587493133313,4.235597044923286,0.6782369063502148,10.37806932434922
2001-12-05,1.2311053177981588,3.0616307272636893,4.4591493746244755,0.679033583017743,11.739898309614038
2001-12-06,1.2273787491260433,2.9826235044233322,4.410225238507011,0.6792854633517038,11.367362083276582
2001-12-07,1.225911423126232,3.7839955064784045,4.3976484244112966,0.6988243669376293,11.630470570554058
2001-12-10,1.24192206328253,4.001942347420721,4.448908172243861,0.6846770630193043,12.738541945736188
2001-12-11,1.2434502633890112,3.832401206961776,4.527017576352482,0.6857651466845285,12.585316345849058
2001-12-12,1.24724494834366,4.311374612170962,4.806848002453498,0.6821751016270482,12.263789884711002
2001-12-13,1.3004579687962219,4.085326138867409,4.783246359685946,0.6813204151487312,11.978675555963124
2001-12-14,1.2551416880828246,4.010145760100693,4.777993316401761,0.6777720596641188,11.724371845752273
2001-12-17,1.2943918584309015,3.9341260111959095,4.7676826935099506,0.6839619558187422,12.003244703870578
2001-12-18,1.2558431782210482,3.8262277912413616,4.716779817719379,0.6859267562179303,13.048745136299944
2001-12-19,1.2553884536111943,3.723738160953514,4.679992588129231,0.6836503651164028,12.639443595600165
2001-12-20,1.2579527216964324,3.9796915763147966,4.706087339655631,0.6827816858154583,12.49636888165946
2001-12-21,1.242102888226769,3.9112845163058907,4.738388396422772,0.686611716256707,12.098991725144582
2001-12-24,1.2414545269026633,3.852179421693205,4.87018102020081,0.6797891629708,12.001159543178598
2001-12-26,1.237415062346202,3.8342945324056235,4.82513918465384,0.6774205905489393,12.18660485611321
2001-12-27,1.2343128529930925,3.727545795213274,4.776027961395141,0.6797497796005281,11.848735734754333
2001-12-28,1.2416637717325412,3.7241930963971184,4.757130635546512,0.6790297126496295,11.609235272896441
2002-01-02,1.2339960532465495,3.5982439237298904,4.70451185922144,0.6798916785864011,11.292785002484198
2002-01-03,1.2308565914912248,3.7775419606088847,4.669192520029701,0.6790598009971647,11.175648628216045
2002-01-04,1.2271038900489943,3.652599703662495,4.61771299658979,0.6742738494962421,10.746235599383983
2002-01-07,1.2270194469365496,3.518689233466664,4.594072349186948,0.6728886043829627,10.116689855697405
2002-01-08,1.2760987820414094,3.366079102968728,4.552821347448218,0.6722179888978821,10.29390364162181
2002-01-09,1.2928958153468646,3.4294697738635254,4.497365371594059,0.6707787458339115,10.624560811324631
2002-01-10,1.2693487579423954,3.6080820760976535,4.4890997736642895,0.671159224465299,11.223963048580357
2002-01-11,1.236440116316317,3.5091128997692778,4.653041205694562,0.6676641316761777,12.160729469034244
2002-01-14,1.233820245941496,3.364115575521698,4.672997649438926,0.6649493185923196,11.782551570820734
2002-01-15,1.234333507303844,3.2413147271116984,4.622275329983483,0.6738768700195374,11.470789364407846
2002-01-16,1.2368374539082783,3.1241681547222733,4.600666302385227,0.663863415089184,11.153480653003218
2002-01-17,1.2309462159428084,2.9470580977456344,4.567500566352684,0.6696705307973476,11.76186383847618
2002-01-18,1.2288162325490553,2.839322440482293,4.514946273643435,0.6836790413227164,11.6413382343533
2002-01-21,1.2261247385380971,3.0699451093309413,4.545160644789135,0.6824561342921943,11.311528174004307
2002-01-22,1.2237839182757955,2.9319190470615486,4.488052629318543,0.6846462606523244,11.010321654507397
2002-01-23,1.2920733851565063,3.236016966837332,4.452877388499049,0.6782975241196015,11.699334617769013
2002-01-24,1.2476213832314198,3.1482160149774434,4.461846337693841,0.6814651607593486,11.422025336671345
2002-01-25,1.3112482352882198,3.1092929631711974,4.431567156031126,0.6880008503343421,11.332285058843324
2002-01-28,1.2549679604922188,2.9919471425363877,4.420575037934021,0.6904633224052609,11.357361781900085
2002-01-29,1.2543292981906704,2.8727816990937995,4.400122772972377,0.6949031611942953,11.231315228756573
2002-01-30,1.2532162545080539,2.7875737531941533,4.366773652450433,0.7297149581720463,10.992480092897459
2002-01-31,1.255984927946011,2.7383400887710763,4.350270344780911,0.7181229222954987,11.441732840141219
2002-02-01,1.2571398599802326,2.8265474209434958,4.3360097537610764,0.6960043932034763,11.106672380535251
2002-02-04,1.279725039733382,2.7336673311412376,4.303975910572705,0.7255491798213152,11.135898339607344
2002-02-05,1.3361473920491134,2.844297853610316,4.2653449126495975,0.6976430655934392,10.757225462803675
2002-02-06,1.4053747425296137,2.768287274543417,4.285479223034868,0.7061264695086625,10.566003407614206
2002-02-07,1.248646050381187,3.0565614866819732,4.3867873197757525,0.7101428941196622,10.197811755298032
2002-02-08,1.460941773816787,2.978720166600252,4.449581888795044,0.7157769645874279,10.006136291502312
2002-02-11,1.4413430749924145,2.8641908498911164,4.418818345092091,0.7110389046868997,10.42596731210743
2002-02-12,1.4189901618584606,3.3480568375117974,4.479432372455265,0.768582312930231,10.435403117253264
2002-02-13,1.4391780134561947,3.2546296434683706,4.416189062278626,0.7784517166366977,10.078694747527239
2002-02-14,1.419863413338179,3.317195225667758,4.33875695848778,0.7765779495456203,9.690446413661427
2002-02-15,1.4286000074592853,3.2519625595568398,4.310428220115687,0.751134273475569,9.520315509698559
2002-02-18,1.4096250583923449,3.1294099076019473,4.2918444062820695,0.7341750387329994,9.117562555475935
2002-02-19,1.3886010988644062,3.1504137284136258,4.254233408414258,0.7349094235743218,9.228596235546513
2002-02-20,1.3849938779688644,3.038726556538662,4.249788036875907,0.7533962985927773,9.239490934712716
2002-02-21,1.3762668549733479,2.934694647663729,4.219410076183622,0.7366604413957955,8.851130865952802
2002-02-22,1.3944557171821659,2.8148244664197968,4.100089175633129,0.7476408025497453,8.83807129773387
2002-02-25,1.3958985837521545,2.6972780022219616,4.161133568012163,0.7446180276877866,8.923651362965883
2002-02-26,1.4346079407653707,2.625095219281805,4.025191277775529,0.7858279607469377,9.108879237874767
2002-02-27,1.41359879547903,2.5550085361080104,4.123637017086747,0.769191899944714,8.803385416942602
2002-02-28,1.3911460062043164,2.4544562930870177,4.097642081488317,0.7759701139439745,9.117234240451348
2002-03-01,1.3772521019586261,2.4356975270560337,3.833453039116986,0.7970615959172006,10.285934917428193
2002-03-04,1.286444438970912,2.5118027207151736,3.8544256961200882,0.7708942455649583,10.151369806076225
2002-03-05,1.2842036321753445,3.2943182162000597,3.9529145445295693,0.7946929958075091,10.014434499759659
2002-03-06,1.2787374321629568,3.7166705838790515,3.9269800933743007,0.8054951968154137,9.92029019610075
2002-03-07,1.2799611184118327,3.3629314877494054,4.165630942534744,0.8025610824768088,9.716323265119417
2002-03-08,1.2760930399590347,5.181515935119017,4.054921704628112,0.8479196468493129,9.52985803035501
2002-03-11,1.2763538334449447,4.4827009457656,4.141114114802299,0.8463362047174638,9.387657682389188
2002-03-12,1.2807529883774746,4.19859867252402,3.815656659760842,0.880264617248495,9.563505094934852
2002-03-13,1.2802796834667884,3.7785541833490863,4.057763639332248,0.8374516805303435,9.392358600737504
2002-03-14,1.285034694883872,3.4097029006475745,4.170841457426868,0.8862747748016178,9.452425177943471
2002-03-15,1.343351875916533,3.2029360654347543,3.901053025563894,0.8828932335583052,9.2631268150725
2002-03-18,1.3508656625729027,2.9671214354922846,3.9821846178091223,0.9109276212641363,9.518308198101288
2002-03-19,1.2691674076051194,2.946219127822001,4.005821052604172,0.9161728984151929,9.4521411061692
2002-03-20,1.2639206574404411,2.9960105890676907,3.847445890944283,0.9076222261346694,9.61328425317698
2002-03-21,1.250355698649125,3.4964798297558297,4.157875497486739,0.8976686809839982,9.991205557146477
2002-03-22,1.2417202137163883,3.8601811777265094,3.9675546615285255,0.8963537660867945,9.869446084934362
2002-03-25,1.2467885257002354,3.5653398611013656,3.8012969751425527,0.8885140638042441,10.266250654697554
2002-03-26,1.2636241711575615,3.2073960638345183,4.058940255104011,0.8794435924415732,10.096784777403917
2002-03-27,1.3040622078505262,2.9753673400302416,4.283120944824186,0.891171779321301,9.899289536520127
2002-03-28,1.2548704785967983,2.888787505074997,4.001229077419969,0.8824393984780813,9.870305437077402
2002-03-29,1.2439607573450575,4.111338076485936,3.8266060715571224,0.8835710953074334,10.387420218387573
2002-04-01,1.2938264367675596,4.074528705815472,4.254272129377542,0.8753939675664698,10.247706184241434
2002-04-02,1.2955591354439417,3.598982698376653,3.878352608082697,0.871763286057218,10.090683262611543
2002-04-03,1.2949015242654551,3.3384182937473796,4.2894191148610945,0.8938868819734167,9.95460088008511
2002-04-04,1.2888827981032722,3.1279466733428034,4.241819197315582,0.8848245970511135,9.865470451730097
2002-04-05,1.2887023122841208,4.668946827411509,3.917066388646242,0.9178582098926111,9.85629840544242
2002-04-08,1.2918621522258813,4.090846157639492,3.8500670271736905,0.9499653763353948,10.085967917508317
2002-04-09,1.2878015437104648,3.7311745516729564,3.954530413714146,0.9259137866337974,10.059531710349136
2002-04-10,1.2914207982307295,3.5186201179193963,3.992268537099722,0.887230432403297,9.94613461724658
2002-04-11,1.2881142900859566,3.6059442689383565,4.211191754589448,0.9551858124555517,9.834966344337747
2002-04-12,1.2813330253428203,3.3619756064317214,4.032941056095969,0.8893633360995592,9.781884296395242
2002-04-15,1.261636346442777,3.5115267285386715,3.896887482234109,0.8947013299213304,9.733667366481363
2002-04-16,1.3126648208135803,3.540648230594816,3.919194797748671,0.8874528434923976,9.621791450910306
2002-04-17,1.2827683933522904,3.3512851465633857,3.90826941823166,0.8810282110045214,9.525750989891797
2002-04-18,1.2814494318861631,3.723544793694707,3.8514526014048323,0.9063539957689545,9.666614682616851
2002-04-19,1.2774149375696784,3.589200858457669,4.03192469730694,0.9203898623115836,9.648945307750484
2002-04-22,1.2791790434532873,3.424219870214302,3.843399173236726,0.9115604714392643,9.597883901988753
2002-04-23,1.2760568315927923,3.2930586856076562,3.884203291587304,0.9027445532227655,9.507772871105226
2002-04-24,1.270454051320551,3.645213456392836,3.92347028579403,0.9021126545638185,9.532772174318975
2002-04-25,1.279348196059936,3.4563411561326016,3.887026408750657,0.9094508471730596,9.321615798395541
2002-04-26,1.2767645119419664,3.367542088235196,3.8311421431169945,0.9074333880200381,9.15209725949149
2002-04-29,1.2772024167992184,3.682728573785137,3.9204896795914776,0.9035331464392335,8.137760768979982
2002-04-30,1.2892756789535114,3.495645453020126,3.8833960206998115,0.9106948206793913,7.912169605447648
2002-05-01,1.2852628469513823,3.416086511682241,3.8991029707661453,0.9034953711681402,7.8077671167872404
2002-05-02,1.2812700544734232,3.47630453117055,4.05313696003621,0.901234045579318,7.694899029488777
